level,score_mode,metric,point,ci_low,ci_high,std,iterations
patient_max,ensemble_mse_l1_retina,accuracy,0.583941605839416,0.545985401459854,0.6204744525547445,0.018657061479446554,1000
patient_max,ensemble_mse_l1_retina,precision,0.9914163090128756,0.9781659388646288,1.0,0.006086365853031381,1000
patient_max,ensemble_mse_l1_retina,recall,0.4494163424124514,0.4044212593569077,0.49249726723488485,0.02247579568444699,1000
patient_max,ensemble_mse_l1_retina,f1,0.6184738955823293,0.5739094796863863,0.6580653453851895,0.02140185065129281,1000
patient_max,ensemble_mse_l1_retina,fpr,0.011695906432748537,0.0,0.030120481927710843,0.00833822386908844,1000
patient_max,ensemble_all_base,auroc,0.9185041072200605,0.8977357097433567,0.9382354364399589,0.010406707304478692,1000
patient_max,ensemble_all_base,accuracy,0.5883211678832116,0.5518248175182482,0.6277372262773723,0.019196213845778923,1000
patient_max,ensemble_all_base,precision,1.0,1.0,1.0,0.0,1000
patient_max,ensemble_all_base,recall,0.45136186770428016,0.4093500797448166,0.493353515625,0.022139730251877533,1000
patient_max,ensemble_all_base,f1,0.6219839142091153,0.580906170526034,0.6607323762838468,0.02102779571497886,1000
patient_max,ensemble_all_base,fpr,0.0,0.0,0.0,0.0,1000
patient_top2_mean,mse,auroc,0.9142262270462148,0.8931431801242347,0.9332609271625945,0.010359176867103607,1000
patient_top2_mean,mse,accuracy,0.6,0.5635036496350365,0.6364963503649635,0.01872272063591627,1000
patient_top2_mean,mse,precision,1.0,1.0,1.0,0.0,1000
patient_top2_mean,mse,recall,0.4669260700389105,0.42022567333414396,0.5085764411027569,0.022658872155396626,1000
patient_top2_mean,mse,f1,0.636604774535809,0.5917730964180061,0.6742468287526426,0.021110529327507527,1000
patient_top2_mean,mse,fpr,0.0,0.0,0.0,0.0,1000
patient_top2_mean,l1,auroc,0.85231073793433,0.8220675994664687,0.8799448260718994,0.015101053610690942,1000
patient_top2_mean,l1,accuracy,0.49635036496350365,0.4612773722627737,0.5343065693430656,0.018740440566646213,1000
patient_top2_mean,l1,precision,0.9884393063583815,0.9705838844413505,1.0,0.008128035216571353,1000
patient_top2_mean,l1,recall,0.3326848249027237,0.2949017693014706,0.37356447454804564,0.02017885742994379,1000
patient_top2_mean,l1,f1,0.4978165938864629,0.45439820571521544,0.5431436171335684,0.02277999115954436,1000
patient_top2_mean,l1,fpr,0.011695906432748537,0.0,0.0289876137512639,0.008047553120196763,1000
patient_top2_mean,retina_band_mse,auroc,0.911165722347373,0.8891017952362382,0.9315656010250003,0.010941741152344185,1000
patient_top2_mean,retina_band_mse,accuracy,0.602919708029197,0.5693430656934306,0.637956204379562,0.017999593772272605,1000
patient_top2_mean,retina_band_mse,precision,0.9959016393442623,0.9871753246753248,1.0,0.004046813174725862,1000
patient_top2_mean,retina_band_mse,recall,0.4727626459143969,0.43207240147370773,0.512988847885624,0.020446200517938926,1000
patient_top2_mean,retina_band_mse,f1,0.6411609498680739,0.6033057851239669,0.6773525065963061,0.018856170890507465,1000
patient_top2_mean,retina_band_mse,fpr,0.005847953216374269,0.0,0.018413535276073614,0.005812395834219799,1000
patient_top2_mean,retina_weighted_mse,auroc,0.915910073497622,0.8955780655254566,0.9355430266809731,0.010672948933840411,1000
patient_top2_mean,retina_weighted_mse,accuracy,0.621897810218978,0.5854014598540146,0.6598540145985401,0.01891474034817648,1000
patient_top2_mean,retina_weighted_mse,precision,0.9961089494163424,0.9874476987447699,1.0,0.003921860857207197,1000
patient_top2_mean,retina_weighted_mse,recall,0.4980544747081712,0.4559507945814646,0.5437381879029185,0.02230120311932023,1000
patient_top2_mean,retina_weighted_mse,f1,0.6640726329442282,0.6249831081081081,0.7029245621788851,0.01988966079210507,1000
patient_top2_mean,retina_weighted_mse,fpr,0.005847953216374269,0.0,0.018870909959398132,0.005844932448308651,1000
patient_top2_mean,topk_mse_5,auroc,0.947129496893986,0.9304994873307413,0.9620860860315091,0.008117076099495824,1000
patient_top2_mean,topk_mse_5,accuracy,0.5532846715328467,0.5182481751824818,0.5897810218978102,0.019017893625889334,1000
patient_top2_mean,topk_mse_5,precision,1.0,1.0,1.0,0.0,1000
patient_top2_mean,topk_mse_5,recall,0.4046692607003891,0.3614229212866647,0.4466683381511415,0.02196668964939382,1000
patient_top2_mean,topk_mse_5,f1,0.5761772853185596,0.530948766369213,0.6175130978536421,0.02224057525031325,1000
patient_top2_mean,topk_mse_5,fpr,0.0,0.0,0.0,0.0,1000
patient_top2_mean,topk_mse_10,auroc,0.9383006803649852,0.9202660819597407,0.954715614364632,0.008746393847304986,1000
patient_top2_mean,topk_mse_10,accuracy,0.5912408759124088,0.5561678832116789,0.6263138686131386,0.017976866302009682,1000
patient_top2_mean,topk_mse_10,precision,1.0,1.0,1.0,0.0,1000
patient_top2_mean,topk_mse_10,recall,0.45525291828793774,0.4129709818918007,0.4990110239757435,0.02174030847114908,1000
patient_top2_mean,topk_mse_10,f1,0.6256684491978609,0.5845427379341452,0.6657869968565769,0.020547691093386094,1000
patient_top2_mean,topk_mse_10,fpr,0.0,0.0,0.0,0.0,1000
